City,Place,Review,Rating,Name,Date
Location 2,Chand Baori (Step well),chand baori magnificent heritage step located near jaipur abhaneri years old piece art shocked actual architect steps natural air conditioner visit place travel jaipur,4,Anonymous,07/08/2018
Location 2,Chand Baori (Step well),chand baori overlooked wonder middle nowheres road jaipur architecture really cool lots great opportunities pictures sides walkway capitals wall pieces cornices stones architectural features saved,5,Anonymous,14/04/2020
Location 2,Chand Baori (Step well),visited place august km mehandipur balaji beautiful place real seen pics times seeing seeing real great experience hrs drive delhi,5,Anonymous,30/09/2021
Location 2,Chand Baori (Step well),chand baori hour drive jaipur used filming location number films fall dark knight rises best exotic marigold hotel chand baori oldest,4,Anonymous,23/11/2016
Location 2,Chand Baori (Step well),excellent trip completely different touring india people friendly school children want picture taking,5,Anonymous,24/02/2018
Location 2,Chand Baori (Step well),ancient step wall largest step wells think ad structure technology make architectural wonder visit near jaipur,3,Anonymous,15/10/2020
Location 2,Chand Baori (Step well),nice stepwell steps closed bats corners truly u dark knight rises feel nice place visit,5,Anonymous,10/02/2023
Location 2,Chand Baori (Step well),step chand baoli abhaneri rajasthan started jaipur early morning spending hours bhangarh covered abhaneri day visiting chand baori read,3,Anonymous,13/07/2019
Location 2,Chand Baori (Step well),massive architectural marvel design steps look pretty practical stone statue finds added site seeing turtle swimming left meet school,4,Anonymous,14/04/2017
Location 2,Chand Baori (Step well),beautiful place step summer palace takes different world king queen used enjoy moon reflection baori suggest chand baori,5,Anonymous,14/03/2017
Location 2,Chand Baori (Step well),chand bawari located bandikui dausa district like puzzle said start bawari return path like unsolved puzzle bhul bhulaiya visiting place winter monsoon season,4,Anonymous,15/12/2022
Location 2,Chand Baori (Step well),spectacular stepwell india great engineering achievement tourist skip place agra jaipur road detour minutes experience amazing,5,Anonymous,16/08/2015
Location 2,Chand Baori (Step well),stepwell magnificent worth stopping area takes bit driving max mins unless really like steps area,5,Anonymous,04/07/2019
Location 2,Chand Baori (Step well),visit place travel agra jaipur vice versa land best biggest step india fee enter place touristy,4,Anonymous,12/08/2019
Location 2,Chand Baori (Step well),th century step beaten path formed large square meters deep symmetrical steps going sides overall symmetry quite astounding,3,Anonymous,19/06/2019
Location 2,Chand Baori (Step well),missed small temple nearby village believe place exists lose sense perspective beautiful,3,Anonymous,18/05/2013
Location 2,Chand Baori (Step well),reaction world heritage site visiting sites golden triangle india travelling jaipur agra driver offered surprise trip main road happily,4,Anonymous,06/03/2019
Location 2,Chand Baori (Step well),magnificent stepwell approximately hours car jaipur pleased decided make visit located tiny village called abhaneri stepwell sight behold narrow steps dropping depth,5,Anonymous,27/07/2022
Location 2,Chand Baori (Step well),visit chand bauri amazing royal summer palace source water marvelous architecture maintained good facilities visitors enjoy trip visited tourist people,5,Anonymous,03/09/2013
Location 2,Chand Baori (Step well),stepwell breathtaking takes time built th century steps feet deep step walking taking rural atmosphere visit harshat mata temple,4,Anonymous,07/05/2023
Location 2,Chand Baori (Step well),chand baori deepest step levels large steps good place visit hardly hours drive jaipur worth visiting note entering baori prohibited years,4,Anonymous,09/01/2015
Location 2,Chand Baori (Step well),chand baori largest open step wells india certainly preserved quenched thirst villages rajput kingdom summer precisely built steps,4,Anonymous,14/03/2019
Location 2,Chand Baori (Step well),asked driver make small detour chand baori way agra jaipur itinerary glad trip paid extra road toll rupee plus,4,Anonymous,21/08/2018
Location 2,Chand Baori (Step well),chand baori means moon step deep wonders considering period constructed,3,Anonymous,13/03/2015
Location 2,Chand Baori (Step well),traveling agra jaipur way huge detour abhaneri charming village vibrant colors worth visit chand baori adjacent harshat mata temple add charm apparently,5,Anonymous,18/07/2021
Location 2,Chand Baori (Step well),structure preserve real treasure earth amazing architecture shows old kingdoms preserve water human mankind oldest deepest stepwell world highly recommended place totally free cost best photography,5,Anonymous,12/06/2018
Location 2,Chand Baori (Step well),chand baori minute detour way main highway connecting jaipur agra beautiful step located small village entrance fees people approach ask fee,4,Anonymous,17/02/2018
Location 2,Chand Baori (Step well),brought ancient stepwell tour group pretty spectacular design really clever especially loved stone hindu carvings display masses intricate great,5,Anonymous,05/12/2013
Location 2,Chand Baori (Step well),buil th century deepest baoli india surrounded corridors interesting sculptures,4,Anonymous,01/03/2021
Location 2,Chand Baori (Step well),guide took surprise trip jaipur agra grateful chand baori stepwell years old looks like escher drawing entry free definitely worth,5,Anonymous,03/03/2017
Location 2,Chand Baori (Step well),wondered ancient temples wonderful sculptures south india abhaneri shows wonderful temples north step interesting artifact appreciate,5,Anonymous,24/09/2020
Location 2,Chand Baori (Step well),traveling agra jaipur stop located abhaneri amazed beautiful steps temple,4,Anonymous,13/04/2019
Location 2,Chand Baori (Step well),organised trip told going visit stepwell mentioned guidebook really told expectations wowzers amazing detailed beautifully,5,Anonymous,11/02/2020
Location 2,Chand Baori (Step well),wow stop chand baori original trip itinerary drove agra jaipur glad stopped old step impressive seen similar coming delhi,5,Anonymous,21/11/2022
Location 2,Chand Baori (Step well),seen believed real engineering feat area defiantly visit learn history lot apart step worth visit,3,Anonymous,07/07/2014
Location 2,Chand Baori (Step well),pictures speak quick look free tourists time beware beggars,4,Anonymous,11/05/2019
Location 2,Chand Baori (Step well),took deliberate detour drive agra ranthambore national park visit chand baori stepwells worth km detour direction added hour journey time including,3,Anonymous,11/08/2016
Location 2,Chand Baori (Step well),road agra jaipur popular tourist cities remarkable ancient certainly worth brief stop built th century steps crisscross pattern steps work art,5,Anonymous,10/07/2019
Location 2,Chand Baori (Step well),friend visited site tour india march chand baori stepwell situated village abhaneri near jaipur indian state rajasthan abhaneri famous deepest step,4,Anonymous,09/12/2018
Location 2,Chand Baori (Step well),masterpiece geometrical perfection th century poorly maintained wonderful visit place meters deep step,5,Anonymous,18/09/2016
Location 2,Chand Baori (Step well),oldest stepwells existence today built th th centuries used fresh water series switch steps,4,Anonymous,12/04/2023
Location 2,Chand Baori (Step well),seen beautiful sites india including taj ganges temples khajuraho stepwell far simple scope simplicity amazingly beautiful stairs descend form incredible geometric pattern,5,Anonymous,14/04/2019
Location 2,Chand Baori (Step well),time conceived beauty attached reason construction reservoir quite practical effort turn instrument work art th,4,Anonymous,18/06/2021
Location 2,Chand Baori (Step well),beautiful architect worth spending hours place visitors allowed step inside delicately carved located harshat mata temple ritual wash hands feet,5,Anonymous,14/05/2017
Location 2,Chand Baori (Step well),chand baori missed th th century stepwell magnificent visited stepwells far best zigzag steps suspect lots water line amazing piece architecture right,5,Anonymous,24/08/2014
Location 2,Chand Baori (Step well),chand baoli know anhaneri step amazing structure stories deep sides double flights narrow steps steps arranged perfect symmetry descend,5,Anonymous,18/11/2015
Location 2,Chand Baori (Step well),tucked away remote village rajasthan step years old feet deep inegnious way underground water source particularly arid region india small,3,Anonymous,25/04/2022
Location 2,Chand Baori (Step well),stop traveling jaipur agra like art piece situated small village make mistake miss place thing wish able walk steps,3,Anonymous,10/03/2019
Location 2,Chand Baori (Step well),chand baori step geometric architectural marvel located small village abhaneri miles jaipur years old nicely preserved small village worth walking hectic,5,Anonymous,07/02/2016
Location 2,Chand Baori (Step well),far main highway jaipur agra abhaneri village unbelievable year old step chand boari seen place amazing race series years ago realised en route,4,Anonymous,05/06/2019
Location 2,Chand Baori (Step well),stopped stepwell en route agra jaipur bout mins main road worth visit free asked money beautiful clever piece architecture,5,Anonymous,28/10/2022
Location 2,Chand Baori (Step well),step rajastan closed harshat mata temple km famous mahndipur balaji temple reach cab easy balaji temple road good feet deep india largest,4,Anonymous,23/12/2021
Location 2,Chand Baori (Step well),stepwell picture perfect jaipur drive bhangarh fort abhaneri day excursion jaipur,4,Anonymous,18/03/2023
Location 2,Chand Baori (Step well),deepest step world located small village india near temple believed religious connection th century,3,Anonymous,20/03/2020
Location 2,Chand Baori (Step well),quite impressive size scale point view optical challenge bit marvel built feet deep steps storeys feat especially realise jcbs,5,Anonymous,29/06/2021
Location 2,Chand Baori (Step well),spend lot time got guide minutes steps surrounding buildings amazing place day,4,Anonymous,25/07/2019
Location 2,Chand Baori (Step well),oldest attractive places located abhaneri rajasthan india sided structure steps going floors spectacular architectural wonder place worth seeing,4,Anonymous,18/02/2015
Location 2,Chand Baori (Step well),situated abhaneri village chand baori step largest step wells world chand baori built ad conserve water provide respite intense heat community gathering place locals,4,Anonymous,17/07/2017
Location 2,Chand Baori (Step well),good place stop travelling jaipur step stunning scale,4,Anonymous,27/06/2015
Location 2,Chand Baori (Step well),nice place visit route ranthambore nicely built good architecture nice time,5,Anonymous,02/05/2023
Location 2,Chand Baori (Step well),viewing step wells treat biggest feast,4,Anonymous,05/02/2018
Location 2,Chand Baori (Step well),wanted interesting gives bit optical illusion look directly steps descends angle driver asked wanted visit,4,Anonymous,13/03/2021
Location 2,Chand Baori (Step well),took short detour whilst travelling agra delhi step pretty impressive fabulous bit engineering worth visiting,5,Anonymous,01/05/2019
Location 2,Chand Baori (Step well),place stopped way agra ranthambore reading place complete surprise really extraordinary seen temple like goes stories,4,Anonymous,23/11/2018
Location 2,Chand Baori (Step well),traveling agra jaipur extraordinary size engineering history beauty different things seeing trip especially interesting memorable,5,Anonymous,05/04/2023
Location 2,Chand Baori (Step well),location films dramatic best preserved step wells fascinating place visit breathtaking geometrical layout list visit india,5,Anonymous,29/05/2021
Location 2,Chand Baori (Step well),driving jaipur agra arranged stop chand baori read travel magazine requested travel guide included itinerary glad adds mystic,3,Anonymous,07/02/2016
Location 2,Chand Baori (Step well),huge stepwell miles main road jaipur agra certainly worth short visit free guardian showed gave donation help impressed,5,Anonymous,06/04/2020
Location 2,Chand Baori (Step well),beautiful place visit near bharatpur rajasthan way beautiful history interesting temple door gives insight indian history,5,Anonymous,14/12/2022
Location 2,Chand Baori (Step well),road agra jaipur stopped chand baori seen stepwell guide explained structure told bit history certainly old interesting story,4,Anonymous,07/02/2017
Location 2,Chand Baori (Step well),tour guide took girlfriend way agra jaipur fun surprise place super cool better combined history info guide telling recommend stopping,5,Anonymous,09/08/2018
Location 2,Chand Baori (Step well),loved rural setting little architectural wonder drive countryside treat hustle hassle cities step wells architectural wonder chand baori fires imagination consider hardships everyday,5,Anonymous,25/11/2015
Location 2,Chand Baori (Step well),chand baori stepwell located abhaneri village rajasthan architecture magnificent picturesque beautiful carvings fascinating drawback fenced authorities years longer possible,5,Anonymous,24/12/2021
Location 2,Chand Baori (Step well),allow stop stepwells way jaipur agra way course special memory related beautiful monument visited holi festival played,5,Anonymous,02/03/2019
Location 2,Chand Baori (Step well),incredible sight imagine carry water steps constructed th century looks magnificent panoramic picture looks amazing,5,Anonymous,06/01/2016
Location 2,Chand Baori (Step well),imagine people carrying water step hundreds years ago village treat visit,4,Anonymous,27/01/2019
Location 2,Chand Baori (Step well),stepwell built th century great condition especially takes people used fetch water ages counted high steps exhausted,4,Anonymous,30/05/2016
Location 2,Chand Baori (Step well),way fatepur sikri jaipur guide organised detour chand baori inkling highlights visit way small village,3,Anonymous,19/03/2020
Location 2,Chand Baori (Step well),happened amazing structure journey jaipur agra visited small step earlier travels pales comparison chand baori constructed th century king chanda,4,Anonymous,12/03/2018
Location 2,Chand Baori (Step well),need guide walk pictures largest step works good bathroom stop ladies bring tp squat toilet port potty ir use,3,Anonymous,27/02/2020
Location 2,Chand Baori (Step well),largest stepwells india locates abhaneri village rajasthan state km jaipur free feb maybe long bit disappointment fences walk,3,Anonymous,17/01/2023
Location 2,Chand Baori (Step well),monsoon season works save rainwater later stepwell amazing way h later easy stop way agra jaipur pee pee stop inr person,5,Anonymous,10/10/2022
Location 2,Chand Baori (Step well),ancient baolis essentially step waterway built provide constant water supply local inhabitants amazing deep steps reach water,4,Anonymous,04/10/2018
Location 2,Chand Baori (Step well),worst kept secret talks driver guide going grace favour taking visit chand baori matter attitude driver guide place worth visiting elaborate,4,Anonymous,06/08/2016
Location 2,Chand Baori (Step well),read chand baori stepwell guide mentioned stop option jumped right glad amazing thinking artist c escher inspired aside,5,Anonymous,09/01/2016
Location 2,Chand Baori (Step well),worth short detour amazing site used bollywood movies fall local guides informative interested,5,Anonymous,09/12/2013
Location 2,Chand Baori (Step well),hello lucky people rajasthan attractive beautiful step baodi sikandra near dausa rajasthan panoramic view step chand baodi enter inside baori say wow wow,5,Anonymous,22/06/2015
Location 2,Chand Baori (Step well),chand baori extraordinary piece architecture especially like step wells drove jaipur roads good architecture marvelous make wonder place years place,5,Anonymous,11/01/2019
Location 2,Chand Baori (Step well),plans stumbled reference saw images line changed itinerary glad largest existing ancient step kept excellent shape quite incredible structure,5,Anonymous,11/06/2016
Location 2,Chand Baori (Step well),attractive gigantic step steps chand baori gorgeous structure worth seeing perfectly symmetrical mesmerizing try early morning tourists enjoy beauty properly,5,Anonymous,08/11/2014
Location 2,Chand Baori (Step well),amazing feat architecture perfectly symmetrical featured various films newly erected fences parameter makes impossible wander steps place worth visiting day,5,Anonymous,23/10/2015
Location 2,Chand Baori (Step well),great historic ancient site worth visit longer descend steps impressive view walk upper viewing area small entrance fee,5,Anonymous,24/01/2021
Location 2,Chand Baori (Step well),km jaipur place worth seeing story deep stepwell held water storage use built great condition large stepwells india,4,Anonymous,30/09/2017
Location 2,Chand Baori (Step well),make sure worth detour visiting jaipur featured film fall step great geometrical piece architecture spectacular,5,Anonymous,02/05/2018
Location 2,Chand Baori (Step well),insist driver highway regret preserved miss,2,Anonymous,24/05/2015
Location 2,Chand Baori (Step well),finest archaeological seen rank right stonehenge stepwell built king ghanda th th century condition terrific understand use importance sure guides,5,Anonymous,30/04/2019
Location 2,Chand Baori (Step well),unplanned stop explore india group seen difficlut used bathing cooling site metres ground narrow steps,2,Anonymous,10/05/2021
Location 2,Chand Baori (Step well),amazing building completed years ago marvellous structure built collect rain water people area like upside pyramid worth visit huge,5,Anonymous,16/11/2022
Location 2,Chand Baori (Step well),quick week seeing sights sounds rajasthan diwali took day trip jaipur step abhaneri journey took hours way trip,3,Anonymous,14/05/2019
Location 2,Chand Baori (Step well),stepwell ancient water india square round baori baoli stepwell built actual steps leading functioned place social use wash gossip meet water requirements chand baori,3,Anonymous,01/08/2019
Location 2,Chand Baori (Step well),beautiful step maintained water mossy structure clean broken pillars carvings maintained wish asi charge nominal fee maintain place better called guides pester parking,5,Anonymous,11/07/2018
Location 2,Chand Baori (Step well),chand baori stepwell abhaneri village dausa district rajasthan takes hours car visit abhaneri jaipur oldest baori rajasthan entry free parking mafia rs,4,Anonymous,15/06/2017
Location 2,Chand Baori (Step well),really wow place love appreciate architecture kind really push think step admire great collection stone carved sculptures entry fees helpful,5,Anonymous,06/08/2021
Location 2,Chand Baori (Step well),hours visit monument far touristy city remain spectacle doubt maintenance monument currently place monument,2,Anonymous,22/10/2022
Location 2,Chand Baori (Step well),amazing place worth visit place makes good day trip jaipur especially road parts agra jaipur road makes good smooth fast drive took hours reach,5,Anonymous,12/04/2023
Location 2,Chand Baori (Step well),far route definitely worth seeing title says got wow takes lot monuments wtf built kind makes sense amazing,5,Anonymous,25/09/2021
Location 2,Chand Baori (Step well),traveling jaipur agar miss stop look step amazing massive,3,Anonymous,20/12/2018
Location 2,Chand Baori (Step well),place magnificent totally lose sense time spend tens minutes staring step buildings unfortunately really information place,3,Anonymous,14/03/2021
Location 2,Chand Baori (Step well),given current situation place managed better adding better infrastructure light sound shows guides spend time passing cold day architecture tells lot place,4,Anonymous,25/05/2015
Location 2,Chand Baori (Step well),chand baori step located abhaneri small village km jaipur easy landmark step intended conserve water possible arid terrain short ancient rain water harvesting,4,Anonymous,23/02/2019
Location 2,Chand Baori (Step well),place easy reach beaten path actually place featured major movies hint batman ancient step magnificent structure amazing symmetry precision th century,5,Anonymous,19/03/2021
Location 2,Chand Baori (Step well),know expect group stopped breathtaking quite difficult architecture simply stunning history fascinating felt like stare amazing structure,5,Anonymous,20/09/2015
Location 2,Chand Baori (Step well),stopped tour group amazing structure built provide constant water supply like steps pillars carvings impressive explained guide,5,Anonymous,05/10/2013
Location 2,Chand Baori (Step well),went day trip dausa near jaipur known chand baori abhaneri stepwell visit place narrow steps arranged perfect symmetry descending driving,4,Anonymous,07/07/2020
Location 2,Chand Baori (Step well),somewhat difficult access worth effort impressive th century engineering marvel imagine people carrying jugs water heads going stories,4,Anonymous,23/04/2020
Location 2,Chand Baori (Step well),amazing construction ingenious piece architecture crowds interesting collection ruined temple pieces temple resident priest adjacent,4,Anonymous,03/08/2021
Location 2,Chand Baori (Step well),stepwell located hours drive outside treat visit place magnificent breath taking built king chand named stories deep stepwell symbol times,5,Anonymous,16/12/2020
Location 2,Chand Baori (Step well),picture description entrance appreciate magnificent place really entering free charge breath taken away construction th century step interested architecture,5,Anonymous,06/04/2018
Location 2,Chand Baori (Step well),beautiful place visit worth hour drive jaipur lot people large group arrives people stay long enjoy peaceful surroundings,5,Anonymous,02/08/2017
Location 2,Chand Baori (Step well),chand baori th century stepwell baori locally known situated abhaneri village km jaipur jaipur agra highway design really marvellous visit monument gigantic stepwell storeys deep steps noteworthy,3,Anonymous,23/10/2022
Location 2,Chand Baori (Step well),ancient step longer functioning sounds like neglected long time interesting history explained pieces old temples lying area,2,Anonymous,09/03/2017
Location 2,Chand Baori (Step well),asked tour agent additional stop long jaipur agra drive suggested min drive way main road worth interesting unique underground palace steps,4,Anonymous,28/04/2021
Location 2,Chand Baori (Step well),smooth ride jaipur chand baori beautiful place look ancient architecture historical importance places,5,Anonymous,11/06/2015
Location 2,Chand Baori (Step well),visit place amazing engineering skills words explain place step mesmerize,4,Anonymous,27/02/2018
Location 2,Chand Baori (Step well),loved chand baori wanting visit place magnanimity beauty step amaze u harshat mata temple right outside scenic tip carry nice camera u coz u,5,Anonymous,21/07/2016
Location 2,Chand Baori (Step well),typically people visit stepwell driving golden triangle agra jaipur people know miss entrance free minutes highway largest complex step,4,Anonymous,10/01/2023
Location 2,Chand Baori (Step well),place normal tourist trail worth visit dating th century step huge preserved entrance fee local guide small tip,4,Anonymous,25/06/2021
Location 2,Chand Baori (Step well),coming jaipur agra stop tour package definitely worth sort place indiana jones visited entrance free,4,Anonymous,13/03/2019
Location 2,Chand Baori (Step well),driver suggested adetour indias largest stepwell archetecture sheer engineering skill left speechless simply beautiful man structiures seen,4,Anonymous,11/06/2020
Location 2,Chand Baori (Step well),stopped en route jaipur agra wonderful surprise outside prepare majesty inside truly amazing architectural sites visit india looks like,5,Anonymous,25/11/2019
Location 2,Chand Baori (Step well),u miss u miss great artifact u miss great effort greatness guide needed pay read abt climbind steps open n yeah water looks really infectious,5,Anonymous,01/09/2017
Location 2,Chand Baori (Step well),reached tour guide int afternoon situated mall village expect amazing heritage sight quite preserved sculptures steps ancient temple nearby,4,Anonymous,17/12/2013
Location 2,Chand Baori (Step well),reached cab jaipur pm entry fee inside shoes cloak room toilet facility available wikipedia sources want avoid guide taking guide good guide took rs,4,Anonymous,04/09/2013
Location 2,Chand Baori (Step well),baolis baoris stepwells common ancient medieval northern india especially arid areas rajasthan haryana gujarat delhi iconic splendid th century chand baori abhaneri rajasthan iconic,4,Anonymous,19/07/2016
Location 2,Chand Baori (Step well),ok going spending hours worth effort hour drive x jaipur itinerary located small village east jaipur agra road,4,Anonymous,15/08/2014
Location 2,Chand Baori (Step well),visit largest step world built century remarkable architecture,4,Anonymous,25/07/2020
Location 2,Chand Baori (Step well),step saw india amazed beauty idea steps palace king queen guide told bathrooms royal family,5,Anonymous,27/01/2020
Location 2,Chand Baori (Step well),step driver stop way jaipur agra seen step rate example architecture unique buildings surrounding preserved highly worth,3,Anonymous,02/12/2018
Location 2,Chand Baori (Step well),beautiful beautiful place really different place plz visit place friends,5,Anonymous,17/10/2016
Location 2,Chand Baori (Step well),constructed ad steps excellent condition unreal experience traveling agra jaipur,4,Anonymous,05/04/2016
Location 2,Chand Baori (Step well),architectural marvel tourists aware totally worth visit crowded surrounding quite peaceful took local bus jaipur sikandra sikandra hire jeep abhaneri,5,Anonymous,22/06/2017
Location 2,Chand Baori (Step well),worth finding attraction ancient temple door little tourist track built thousand years ago excellent condition design genius baffling carvings stored visitors,5,Anonymous,25/05/2014
Location 2,Chand Baori (Step well),stepwell incredible architectural marvel functional ruins intricate carvings alcoves set level secluded place run tourists definitely worth visit especially,4,Anonymous,03/11/2017
Location 2,Chand Baori (Step well),place way agra jaipur old surrond buildings unlike palaces agra jaipur old place old statues hibdu godest,3,Anonymous,02/12/2022
Location 2,Chand Baori (Step well),yrs drive jaipur lies small village abhaneri wonder built long king centuries ago step built locally available stone blocks natural joints mortar design,2,Anonymous,15/11/2015
Location 2,Chand Baori (Step well),beaten path worth visit admission charge guide pounce soon exit car works tips worthwhile quite bit useful information scenes,4,Anonymous,19/05/2019
Location 2,Chand Baori (Step well),abhaneri village kms jaipur reached jaipur agra highway step constructed centuries ago solely human labor using old time tools implements seen steps,3,Anonymous,18/08/2021
Location 2,Chand Baori (Step well),visited car journey jaipur pushkar breathtaking pay absolutely beautiful loads relics quiet great,5,Anonymous,13/07/2013
Location 2,Chand Baori (Step well),visited day guided tour northern india place fantastic visually striking impressive eyes chand baori stepwell years old radar km east jaipur,5,Anonymous,03/09/2021
Location 2,Chand Baori (Step well),famous popular place baori step wells jaipur agra road jaipur rajasthan village ruins popular tourist attractions chand baori huge step unique idea,5,Anonymous,20/06/2021
Location 2,Chand Baori (Step well),visited stepwell day trip rajasthan absolute highlights equally delighted visited stepwell delhi later quite amazing works engineering beauty,5,Anonymous,20/05/2020
Location 2,Chand Baori (Step well),chaand baori undoubtedly explored historical spot rajasthan feet deep step undue recognition exquisite geometry grandeur structure remarkable glory lost time maintenance step,5,Anonymous,31/07/2020
Location 2,Chand Baori (Step well),explored tourist attraction jaipur india chand baori deepest largest oldest stepwell india amazing experience watch chand baori naked eyes visiting jaipur agra visit place experience kind richness,5,Anonymous,16/06/2019
Location 2,Chand Baori (Step well),loved stopping entering free paid guide gave inr lots intricate stone carving details make eye occupied nice stop mins,5,Anonymous,24/12/2017
Location 2,Chand Baori (Step well),place look attractive images certainly treat eyes visit architecture amazing straight history books hiring guide recommended add flavour,5,Anonymous,03/04/2017
Location 2,Chand Baori (Step well),awesome architecture guessing perfect thing tools available mind blowing near harshat mata temple visit floors visible took guide,5,Anonymous,29/03/2015
Location 2,Chand Baori (Step well),came know chand baori watching batman movie planning trip destinations near jaipur chand baori number site km jaipur needs catch jaipur agra highway,3,Anonymous,18/11/2016
Location 2,Chand Baori (Step well),driver told suggested visit stepwell way agra jaipur happy really appreciate engineering task fetch water,5,Anonymous,28/09/2018
Location 2,Chand Baori (Step well),place easy reach especially like car possible bus jaipur really beautifull place radhjastan amazing architectural construction impressive hard,5,Anonymous,11/09/2013
Location 2,Chand Baori (Step well),gem architecture located tiny town called abhaneri near alwar rajasthan treat look marvel leave wondering age tech existed structure technical constructed perfection visit,5,Anonymous,21/10/2015
Location 2,Chand Baori (Step well),place situated distance km approx jaipur route dausa place considered best weekend getaways jaipur ideal group friends road trip weekend,5,Anonymous,01/02/2023
Location 2,Chand Baori (Step well),heard step driver suggested stop way agra jaipur glad highlights trip caretaker wanted rupees tour,3,Anonymous,10/03/2018
Location 2,Chand Baori (Step well),told tour guide going visit step offer explanation words simply adequately walk dark entrance enter completely,3,Anonymous,03/09/2019
Location 2,Chand Baori (Step well),visited gem architecture drove hill fort kesroli followed google map road good took hours reach drive scenic carry food water,4,Anonymous,01/08/2015
Location 2,Chand Baori (Step well),chand bauli step oldest greatest india shows old glory indian architecture methods store conserve water highly recommended place,5,Anonymous,15/11/2016
Location 2,Chand Baori (Step well),saw step itinerary impressed wow surprise older places toured india beautiful incredible decorations place,5,Anonymous,17/01/2021
Location 2,Chand Baori (Step well),chand baori largest deepest step india built th century approximately steps diagonally running sides fourth flanked summer palace built kings jaipur palace,3,Anonymous,15/12/2017
Location 2,Chand Baori (Step well),tour guide told visit site list quite surprised stumble stepwell makes worth visit knowing looks like actually seeing,4,Anonymous,13/06/2022
Location 2,Chand Baori (Step well),located jaipur agra road worth taking trip located small town abaneri temple located door built th century largest stepwell india descends approximately metres,3,Anonymous,20/02/2015
Location 2,Chand Baori (Step well),beauty wonder bat man fall movies shot quite town abhaneri city brightness takes attention consists narrow steps stories making deepest largest stepwells,5,Anonymous,07/07/2020
Location 2,Chand Baori (Step well),situated quaint village main tourist route jaipur agra places people aware remarkable beauty interesting,5,Anonymous,09/02/2014
Location 2,Chand Baori (Step well),beautiful place visit interesting mins need safety barriers low bit wobbly lean photo,5,Anonymous,28/01/2021
Location 2,Chand Baori (Step well),hidden little village main tourist places stepwell remarkable impressive architecture people entrance man following giving history lesson requested provided information,5,Anonymous,07/08/2019
Location 2,Chand Baori (Step well),group stopped traditional rural village road jaipur step remarkable piece geometric architecture consisting steps going ground reviewers cite poor maintenance case visit,3,Anonymous,23/10/2013
Location 2,Chand Baori (Step well),chand baori consists narrow steps stories extends approximately ft ground making deepest largest stepwells india best examples geometric expertise ancient india located,4,Anonymous,10/10/2021
Location 2,Chand Baori (Step well),japanese living travelling lot india regarding place seen lot photos heard lots sayings nice ones big site outside surprisingly big inside good allow,5,Anonymous,15/02/2018
Location 2,Chand Baori (Step well),chand baori ancient hidden step people aware beautiful architecture sadly seriously lack good preservation,3,Anonymous,29/06/2016
Location 2,Chand Baori (Step well),km jaipur great piece architecture completely shambles kept managed authorities step marvel steep steps leading needs cautious,5,Anonymous,08/04/2022
Location 2,Chand Baori (Step well),jaipur want desire explore uncrowded anceint historical place chand baori answer situated outside city kilometers road small rural spot abhanerii marvel,4,Anonymous,26/11/2021
Location 2,Chand Baori (Step well),idea place truly amazing biggest step wells india list visit crowded time appreciate,5,Anonymous,23/01/2021
Location 2,Chand Baori (Step well),visited place traveling jaipur agra long way tour guide gave interesting moments monument structure known practically tourists interesting locals lot,4,Anonymous,07/03/2017
Location 2,Chand Baori (Step well),km jaipur bandikui beautiful combination engineering science architecture chand rulers neat maintained asi deepest largest baori world mtr deep symmetrical steps,5,Anonymous,13/04/2019
Location 2,Chand Baori (Step well),seen like largest step walls india fortified sides steps amazingly steep idea conceived work water reservoir,4,Anonymous,04/02/2021
Location 2,Chand Baori (Step well),hours drive jaipur unique construction step definitely new tourists know people coming agra jaipur vice versa visit temple near destroyed ghazni,3,Anonymous,28/12/2019
Location 2,Chand Baori (Step well),place far jaipur kms indian roads translates hrs drive need guid likelihood getting lost extremely high town abhaneri baori easily,3,Anonymous,27/07/2014
Location 2,Chand Baori (Step well),worth taking detour vicinity heading delhi ranthambore decided minute visit chand baori saw board way glad surrounding areas,4,Anonymous,18/04/2021
Location 2,Chand Baori (Step well),unobtrusive outside unique deep step demonstrates architectural engineering skills india turtles sitting water level great photos local guy demonstrating selling acrylic bracelets making,4,Anonymous,13/05/2018
Location 2,Chand Baori (Step well),intention visit fact heard ended driver decided unilaterally going thank goodness absolutely stunning real feat ingenuity hindu,5,Anonymous,06/06/2018
Location 2,Chand Baori (Step well),beaten track unbelievable piece architecture worth visit people know gets known tourists coach loads built,3,Anonymous,30/05/2015
Location 2,Chand Baori (Step well),stepwell known attractions india worth little trip traveling agra jaipur constructed ad chand baori consists narrow steps levels extends approximately,4,Anonymous,26/10/2020
Location 2,Chand Baori (Step well),largest beautiful stepwell india world famous mesmerising maze symmetrical steps crisscrossing steps arranged geometric architectural design constructing amazing picture pavilions,5,Anonymous,22/06/2013
Location 2,Chand Baori (Step well),chand baori located village abhaneri northern rajasthan stopped lunch way agra opportunity explore largest step wells india consists steps extends approximately,4,Anonymous,21/07/2017
Location 2,Chand Baori (Step well),visit jaipur marvel engineering architecture ad symmetry steps sides mts astounding balconies fourth,4,Anonymous,09/10/2021
Location 2,Chand Baori (Step well),great place explorer amazing symmetrical design gives good feel try talk security gaurd amazing view,5,Anonymous,03/10/2022
